customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C01643,2,50,563293.52,4,4,4,12,Champions
C01644,160,4,7951.3,2,2,1,5,At Risk
C01645,115,4,16392.88,2,2,2,6,Potential Loyalists
C01646,27,5,181887.44,3,3,4,10,Champions
C01648,63,9,37494.200000000004,3,4,3,10,Champions
C01649,56,9,30156.26,3,4,2,9,Loyal Customers
C01650,246,2,20083.11,1,1,2,4,At Risk
C01651,13,7,151662.84,4,3,4,11,Champions
C01652,109,6,51116.9,2,3,3,8,Loyal Customers
C01653,99,1,1249.52,2,1,1,4,At Risk
C01654,90,4,41642.03,2,2,3,7,Potential Loyalists
C01656,215,2,3611.1600000000003,1,1,1,3,Lost / Inactive
C01657,8,14,122014.67,4,4,3,11,Champions
C01658,64,7,39227.04,3,3,3,9,Loyal Customers
C01659,225,4,40890.71,1,2,3,6,Potential Loyalists
C01660,94,5,21423.58,2,3,2,7,Potential Loyalists
C01661,11,13,100034.82,4,4,3,11,Champions
C01662,6,4,4703.5,4,2,1,7,Potential Loyalists
C01663,19,12,66538.95999999999,4,4,3,11,Champions
C01664,19,10,218662.47,4,4,4,12,Champions
C01666,121,2,5013.09,2,1,1,4,At Risk
C01667,47,7,75572.94,3,3,3,9,Loyal Customers
C01668,9,7,61844.45,4,3,3,10,Champions
C01669,32,7,44801.9,3,3,3,9,Loyal Customers
C01670,36,3,2270.3,3,2,1,6,Potential Loyalists
C01671,122,2,37651.25,2,1,3,6,Potential Loyalists
C01672,81,3,12430.77,2,2,2,6,Potential Loyalists
C01673,16,7,59630.649999999994,4,3,3,10,Champions
C01674,143,3,30533.379999999997,2,2,2,6,Potential Loyalists
C01675,129,4,17611.71,2,2,2,6,Potential Loyalists
C01677,62,2,6373.12,3,1,1,5,At Risk
C01678,267,2,15549.59,1,1,2,4,At Risk
C01679,265,1,861.81,1,1,1,3,Lost / Inactive
C01680,125,4,18924.73,2,2,2,6,Potential Loyalists
C01681,260,1,250989.45,1,1,4,6,Potential Loyalists
C01682,65,17,91746.17,3,4,3,10,Champions
C01683,56,4,13721.22,3,2,2,7,Potential Loyalists
C01684,93,2,13128.16,2,1,2,5,At Risk
C01685,179,2,16655.95,1,1,2,4,At Risk
C01686,5,3,168353.81,4,2,4,10,Champions
C01687,269,2,18053.1,1,1,2,4,At Risk
C01688,1,50,578476.82,4,4,4,12,Champions
C01689,10,5,12291.699999999999,4,3,2,9,Loyal Customers
C01691,23,5,81602.72,3,3,3,9,Loyal Customers
C01692,148,3,6974.26,2,2,1,5,At Risk
C01693,93,2,11637.68,2,1,2,5,At Risk
C01694,48,8,66467.71,3,3,3,9,Loyal Customers
C01695,115,2,21314.32,2,1,2,5,At Risk
C01696,21,8,72167.04,4,3,3,10,Champions
C01697,47,27,289205.29,3,4,4,11,Champions
C01699,84,4,83368.86,2,2,3,7,Potential Loyalists
C01702,77,2,2878.14,2,1,1,4,At Risk
C01703,4,13,228116.66,4,4,4,12,Champions
C01704,9,10,83438.53,4,4,3,11,Champions
C01705,61,6,17878.46,3,3,2,8,Loyal Customers
C01706,100,3,7266.289999999999,2,2,1,5,At Risk
C01707,29,13,93378.05,3,4,3,10,Champions
C01708,229,1,260.55,1,1,1,3,Lost / Inactive
C01709,153,2,11951.08,2,1,2,5,At Risk
C01710,78,3,116504.25,2,2,3,7,Potential Loyalists
C01711,376,1,25106.45,1,1,2,4,At Risk
C01712,15,25,309582.97,4,4,4,12,Champions
C01713,125,3,4764.96,2,2,1,5,At Risk
C01714,18,12,114727.89,4,4,3,11,Champions
C01715,55,8,218361.6,3,3,4,10,Champions
C01716,36,6,79186.05,3,3,3,9,Loyal Customers
C01718,203,2,5968.05,1,1,1,3,Lost / Inactive
C01719,40,12,83380.8,3,4,3,10,Champions
C01720,324,1,24273.52,1,1,2,4,At Risk
C01721,10,35,255063.51,4,4,4,12,Champions
C01722,82,3,4617.93,2,2,1,5,At Risk
C01723,8,5,41051.16,4,3,3,10,Champions
C01724,419,1,1128.32,1,1,1,3,Lost / Inactive
C01725,3,12,136498.51,4,4,3,11,Champions
C01726,168,3,155437.32,1,2,4,7,Potential Loyalists
C01727,73,4,15851.16,2,2,2,6,Potential Loyalists
C01728,38,5,236543.13999999998,3,3,4,10,Champions
C01729,97,6,35739.119999999995,2,3,2,7,Potential Loyalists
C01731,116,2,49968.11,2,1,3,6,Potential Loyalists
C01732,186,3,254424.27000000002,1,2,4,7,Potential Loyalists
C01733,20,2,14104.58,4,1,2,7,Potential Loyalists
C01734,61,5,61056.0,3,3,3,9,Loyal Customers
C01735,39,3,13945.62,3,2,2,7,Potential Loyalists
C01736,283,3,5698.33,1,2,1,4,At Risk
C01737,191,1,4604.88,1,1,1,3,Lost / Inactive
C01738,79,1,6192.35,2,1,1,4,At Risk
C01739,258,1,1853.28,1,1,1,3,Lost / Inactive
C01740,25,2,13544.52,3,1,2,6,Potential Loyalists
C01741,223,1,4197.12,1,1,1,3,Lost / Inactive
C01743,130,2,3387.49,2,1,1,4,At Risk
C01744,84,2,20073.53,2,1,2,5,At Risk
C01745,170,3,7382.45,1,2,1,4,At Risk
C01746,22,2,19435.260000000002,4,1,2,7,Potential Loyalists
C01747,315,1,417.1,1,1,1,3,Lost / Inactive
C01748,69,3,38176.95,2,2,3,7,Potential Loyalists
C01750,130,4,137989.62000000002,2,2,3,7,Potential Loyalists
C01751,59,8,139796.38,3,3,4,10,Champions
C01752,377,1,7727.97,1,1,1,3,Lost / Inactive
C01753,2,97,946272.1699999999,4,4,4,12,Champions
C01755,69,9,159740.97000000003,2,4,4,10,Champions
C01756,66,9,217282.03000000003,2,4,4,10,Champions
C01757,138,1,278343.66,2,1,4,7,Potential Loyalists
C01759,19,6,73990.6,4,3,3,10,Champions
C01760,24,12,104102.87,3,4,3,10,Champions
C01763,33,4,82722.84999999999,3,2,3,8,Loyal Customers
C01764,96,2,5037.61,2,1,1,4,At Risk
C01765,38,14,355803.64999999997,3,4,4,11,Champions
C01766,15,8,175035.4,4,3,4,11,Champions
C01767,362,1,6351.42,1,1,1,3,Lost / Inactive
C01768,7,1,10816.76,4,1,1,6,Potential Loyalists
C01769,165,2,6129.22,1,1,1,3,Lost / Inactive
C01770,36,9,155980.75,3,4,4,11,Champions
C01771,1,13,74621.71,4,4,3,11,Champions
C01772,259,1,2098.56,1,1,1,3,Lost / Inactive
C01773,210,1,25106.45,1,1,2,4,At Risk
C01774,8,21,225713.18,4,4,4,12,Champions
C01775,109,2,102844.41,2,1,3,6,Potential Loyalists
C01776,58,4,103951.43,3,2,3,8,Loyal Customers
C01777,211,1,12879.95,1,1,2,4,At Risk
C01778,351,1,458.1,1,1,1,3,Lost / Inactive
C01779,258,1,6438.93,1,1,1,3,Lost / Inactive
C01780,20,29,592397.17,4,4,4,12,Champions
C01781,170,3,5114.15,1,2,1,4,At Risk
C01782,17,5,5115.87,4,3,1,8,Loyal Customers
C01783,101,3,60484.829999999994,2,2,3,7,Potential Loyalists
C01784,26,7,247582.54,3,3,4,10,Champions
C01785,346,3,9969.32,1,2,1,4,At Risk
C01786,200,2,27070.68,1,1,2,4,At Risk
C01787,18,5,28885.07,4,3,2,9,Loyal Customers
C01788,48,6,37268.21,3,3,2,8,Loyal Customers
C01791,72,3,112350.55,2,2,3,7,Potential Loyalists
C01793,13,27,450225.57,4,4,4,12,Champions
C01794,335,2,8358.32,1,1,1,3,Lost / Inactive
C01795,14,2,3641.22,4,1,1,6,Potential Loyalists
C01796,325,2,4509.16,1,1,1,3,Lost / Inactive
C01797,40,8,46901.649999999994,3,3,3,9,Loyal Customers
C01798,14,6,110568.06999999999,4,3,3,10,Champions
C01799,182,9,188063.37000000002,1,4,4,9,Loyal Customers
C01800,202,3,24653.420000000002,1,2,2,5,At Risk
C01801,301,1,468.23,1,1,1,3,Lost / Inactive
C01802,13,36,581712.7,4,4,4,12,Champions
C01803,25,4,28606.410000000003,3,2,2,7,Potential Loyalists
C01804,302,1,1049.28,1,1,1,3,Lost / Inactive
C01805,91,8,21431.08,2,3,2,7,Potential Loyalists
C01806,54,7,62929.34,3,3,3,9,Loyal Customers
C01807,312,1,7727.97,1,1,1,3,Lost / Inactive
C01808,28,12,49747.26,3,4,3,10,Champions
C01809,124,2,56891.899999999994,2,1,3,6,Potential Loyalists
C01810,106,5,280109.57,2,3,4,9,Loyal Customers
C01811,350,1,926.64,1,1,1,3,Lost / Inactive
C01812,192,7,46503.06999999999,1,3,3,7,Potential Loyalists
C01813,104,3,4068.88,2,2,1,5,At Risk
C01815,30,23,252415.29,3,4,4,11,Champions
C01816,39,2,167996.51,3,1,4,8,Loyal Customers
C01817,52,1,1673.08,3,1,1,5,At Risk
C01818,372,2,1991.22,1,1,1,3,Lost / Inactive
C01819,310,1,937.14,1,1,1,3,Lost / Inactive
C01820,289,1,2146.31,1,1,1,3,Lost / Inactive
C01821,160,1,11176.15,2,1,2,5,At Risk
C01823,121,3,9062.74,2,2,1,5,At Risk
C01824,22,3,5933.549999999999,4,2,1,7,Potential Loyalists
C01825,137,2,25933.88,2,1,2,5,At Risk
C01826,241,5,64201.75,1,3,3,7,Potential Loyalists
C01827,263,3,19955.27,1,2,2,5,At Risk
C01829,31,15,444216.42000000004,3,4,4,11,Champions
C01830,87,7,96316.4,2,3,3,8,Loyal Customers
C01831,193,1,4897.89,1,1,1,3,Lost / Inactive
C01832,386,1,2088.97,1,1,1,3,Lost / Inactive
C01833,88,4,20858.47,2,2,2,6,Potential Loyalists
C01834,252,5,44340.2,1,3,3,7,Potential Loyalists
C01835,9,23,95508.70999999999,4,4,3,11,Champions
C01836,1,1,93642.4,4,1,3,8,Loyal Customers
C01837,156,3,118458.62,2,2,3,7,Potential Loyalists
C01838,27,14,58053.64,3,4,3,10,Champions
C01839,176,3,6358.05,1,2,1,4,At Risk
C01840,271,2,20338.620000000003,1,1,2,4,At Risk
C01841,115,2,2771.12,2,1,1,4,At Risk
C01843,211,1,208.55,1,1,1,3,Lost / Inactive
C01844,59,8,55937.340000000004,3,3,3,9,Loyal Customers
C01845,35,2,15769.68,3,1,2,6,Potential Loyalists
C01847,92,7,57852.51,2,3,3,8,Loyal Customers
C01848,198,1,5408.38,1,1,1,3,Lost / Inactive
C01849,152,3,155680.62,2,2,4,8,Loyal Customers
C01850,98,1,31881.27,2,1,2,5,At Risk
C01851,5,2,9810.54,4,1,1,6,Potential Loyalists
C01852,32,2,191054.12,3,1,4,8,Loyal Customers
C01853,5,12,66831.72,4,4,3,11,Champions
C01855,147,3,13105.8,2,2,2,6,Potential Loyalists
C01857,11,25,371012.66000000003,4,4,4,12,Champions
C01858,12,3,146317.01,4,2,4,10,Champions
C01859,4,22,128064.43000000001,4,4,3,11,Champions
C01860,254,1,1410.4,1,1,1,3,Lost / Inactive
C01861,14,7,28072.489999999998,4,3,2,9,Loyal Customers
C01862,48,21,445730.14,3,4,4,11,Champions
C01863,55,10,120737.64,3,4,3,10,Champions
C01864,351,1,6438.93,1,1,1,3,Lost / Inactive
C01868,45,9,47261.87,3,4,3,10,Champions
C01869,48,6,76209.79,3,3,3,9,Loyal Customers
C01870,94,6,224831.83000000002,2,3,4,9,Loyal Customers
C01871,91,1,2669.64,2,1,1,4,At Risk
C01872,416,1,926.64,1,1,1,3,Lost / Inactive
C01874,174,2,6385.33,1,1,1,3,Lost / Inactive
C01875,137,12,160243.78,2,4,4,10,Champions
C01876,34,3,254614.80000000002,3,2,4,9,Loyal Customers
C01877,6,9,210728.13,4,4,4,12,Champions
C01878,158,4,147161.37,2,2,4,8,Loyal Customers
C01879,58,18,128701.51,3,4,3,10,Champions
C01880,38,3,23643.17,3,2,2,7,Potential Loyalists
C01881,112,2,2810.8100000000004,2,1,1,4,At Risk
C01882,12,2,10499.21,4,1,1,6,Potential Loyalists
C01883,206,1,1032.83,1,1,1,3,Lost / Inactive
C01884,1,6,57090.9,4,3,3,10,Champions
C01885,10,5,236119.18,4,3,4,11,Champions
C01886,243,1,6139.84,1,1,1,3,Lost / Inactive
C01887,81,6,35869.05,2,3,2,7,Potential Loyalists
C01888,96,5,15027.05,2,3,2,7,Potential Loyalists
C01889,19,2,45535.61,4,1,3,8,Loyal Customers
C01890,67,4,26592.27,2,2,2,6,Potential Loyalists
C01891,22,10,64485.61,4,4,3,11,Champions
C01892,3,2,3182.97,4,1,1,6,Potential Loyalists
C01893,24,10,37697.649999999994,3,4,3,10,Champions
C01894,72,4,68233.87,2,2,3,7,Potential Loyalists
C01895,15,15,111661.45999999999,4,4,3,11,Champions
C01896,7,9,296901.53,4,4,4,12,Champions
C01897,236,1,172.02,1,1,1,3,Lost / Inactive
C01898,110,3,24149.2,2,2,2,6,Potential Loyalists
C01899,10,52,509471.06,4,4,4,12,Champions
C01901,163,4,15193.029999999999,2,2,2,6,Potential Loyalists
C01902,8,11,119231.44,4,4,3,11,Champions
C01903,5,5,10257.98,4,3,1,8,Loyal Customers
C01904,237,2,5224.44,1,1,1,3,Lost / Inactive
C01905,381,1,4660.28,1,1,1,3,Lost / Inactive
C01906,7,2,13752.199999999999,4,1,2,7,Potential Loyalists
C01907,126,1,6953.36,2,1,1,4,At Risk
C01908,20,35,448046.43,4,4,4,12,Champions
C01909,35,7,49465.14,3,3,3,9,Loyal Customers
C01910,49,10,27098.66,3,4,2,9,Loyal Customers
C01911,285,1,6990.42,1,1,1,3,Lost / Inactive
C01912,185,1,4897.89,1,1,1,3,Lost / Inactive
C01914,314,1,2098.56,1,1,1,3,Lost / Inactive
C01915,233,3,30939.92,1,2,2,5,At Risk
C01917,41,2,33598.28,3,1,2,6,Potential Loyalists
C01918,147,3,95276.15,2,2,3,7,Potential Loyalists
C01919,16,51,790020.57,4,4,4,12,Champions
C01920,54,3,19175.1,3,2,2,7,Potential Loyalists
C01921,257,2,783.0899999999999,1,1,1,3,Lost / Inactive
C01922,273,1,484.78,1,1,1,3,Lost / Inactive
C01923,28,3,27075.649999999998,3,2,2,7,Potential Loyalists
C01924,305,1,1412.1,1,1,1,3,Lost / Inactive
C01925,210,3,8098.449999999999,1,2,1,4,At Risk
C01926,136,2,2645.47,2,1,1,4,At Risk
C01928,64,12,88929.67,3,4,3,10,Champions
C01929,112,2,39508.77,2,1,3,6,Potential Loyalists
C01932,47,2,4547.4,3,1,1,5,At Risk
C01933,106,5,69647.83,2,3,3,8,Loyal Customers
C01934,21,4,4920.36,4,2,1,7,Potential Loyalists
C01935,49,3,19450.440000000002,3,2,2,7,Potential Loyalists
C01937,194,2,153463.28,1,1,4,6,Potential Loyalists
C01939,3,16,155615.98,4,4,4,12,Champions
C01940,7,3,254174.12000000002,4,2,4,10,Champions
C01941,2,6,43656.340000000004,4,3,3,10,Champions
C01942,29,30,246998.73,3,4,4,11,Champions
C01943,47,8,52465.899999999994,3,3,3,9,Loyal Customers
C01944,92,3,121478.97,2,2,3,7,Potential Loyalists
C01945,147,10,119012.63,2,4,3,9,Loyal Customers
C01946,179,2,8970.84,1,1,1,3,Lost / Inactive
C01947,56,5,49404.06,3,3,3,9,Loyal Customers
C01949,236,3,46871.350000000006,1,2,3,6,Potential Loyalists
C01950,81,3,7355.27,2,2,1,5,At Risk
C01951,148,2,10601.94,2,1,1,4,At Risk
C01952,59,8,56907.97,3,3,3,9,Loyal Customers
C01953,103,1,1042.75,2,1,1,4,At Risk
C01954,52,4,11424.82,3,2,2,7,Potential Loyalists
C01955,15,11,25505.44,4,4,2,10,Champions
C01956,23,21,147094.75,3,4,4,11,Champions
C01957,41,3,15265.59,3,2,2,7,Potential Loyalists
C01958,21,3,19035.03,4,2,2,8,Loyal Customers
C01959,317,1,2354.8,1,1,1,3,Lost / Inactive
C01960,175,5,29963.25,1,3,2,6,Potential Loyalists
C01961,140,3,13794.46,2,2,2,6,Potential Loyalists
C01962,58,3,161890.19,3,2,4,9,Loyal Customers
C01963,43,8,97868.58,3,3,3,9,Loyal Customers
C01964,20,2,6449.59,4,1,1,6,Potential Loyalists
C01965,339,2,2203.65,1,1,1,3,Lost / Inactive
C01966,35,7,81243.27,3,3,3,9,Loyal Customers
C01967,145,1,37867.51,2,1,3,6,Potential Loyalists
C01969,133,1,488.6,2,1,1,4,At Risk
C01970,45,5,60647.65000000001,3,3,3,9,Loyal Customers
C01971,96,6,138052.51,2,3,3,8,Loyal Customers
C01972,214,1,2065.66,1,1,1,3,Lost / Inactive
C01973,74,1,221608.25,2,1,4,7,Potential Loyalists
C01974,4,9,288247.28,4,4,4,12,Champions
C01975,105,6,175226.93000000002,2,3,4,9,Loyal Customers
C01976,188,3,33969.26,1,2,2,5,At Risk
C01977,18,7,42024.549999999996,4,3,3,10,Champions
C01978,1,4,146066.19000000003,4,2,4,10,Champions
C01979,35,5,84427.41,3,3,3,9,Loyal Customers
C01980,74,3,33222.560000000005,2,2,2,6,Potential Loyalists
C01981,226,3,227116.55,1,2,4,7,Potential Loyalists
C01982,28,3,30094.77,3,2,2,7,Potential Loyalists
C01983,12,3,5168.58,4,2,1,7,Potential Loyalists
C01984,157,1,52982.82,2,1,3,6,Potential Loyalists
C01985,285,1,4607.6,1,1,1,3,Lost / Inactive
C01986,53,15,172239.13,3,4,4,11,Champions
C01987,16,7,51062.29,4,3,3,10,Champions
C01988,26,7,166043.15000000002,3,3,4,10,Champions
C01989,10,8,78408.73999999999,4,3,3,10,Champions
C01990,164,1,60452.95,2,1,3,6,Potential Loyalists
C01991,18,7,33737.37,4,3,2,9,Loyal Customers
C01992,73,4,370734.5,2,2,4,8,Loyal Customers
C01993,210,4,128820.18,1,2,3,6,Potential Loyalists
C01996,344,1,4131.32,1,1,1,3,Lost / Inactive
C01997,2,4,12807.800000000001,4,2,2,8,Loyal Customers
C01999,50,13,484670.18,3,4,4,11,Champions
C02000,124,2,33018.58,2,1,2,5,At Risk
