order_id,customer_id,order_date,payment_method,marketing_channel,order_status,subtotal,discount,shipping_revenue,revenue,cost,profit
O0020038,C002040,2022-10-19,Cash on Delivery,Direct,Completed,341.99,86.21,99,354.78,145.31,209.47
O0020039,C001663,2024-06-06,Debit Card,Meta Ads,Completed,2562.33,99.43,0,2462.9,1537.83,925.07
O0020040,C001860,2023-10-19,Cash on Delivery,Direct,Completed,41564.24,5712.97,0,35851.27,19652.67,16198.6
O0020041,C000275,2023-07-23,UPI,Direct,Processing,95711.23,11367.0,0,84344.23,59962.68,24381.55
O0020042,C004536,2024-07-27,Debit Card,Email,Completed,4622.17,823.7,0,3798.47,2616.02,1182.45
O0020043,C003609,2022-11-22,Wallet,Direct,Completed,430.11,104.31,99,424.79,198.69,226.1
O0020044,C004180,2025-10-14,UPI,Affiliate,Completed,2942.95,430.58,0,2512.37,1471.74,1040.63
O0020045,C001297,2024-12-23,UPI,Google Ads,Completed,49253.07,3742.01,0,45511.06,23780.79,21730.27
O0020046,C004848,2023-08-02,Credit Card,Email,Completed,16234.66,3045.47,0,13189.19,10770.16,2419.03
O0020047,C001744,2022-04-03,Credit Card,Google Ads,Completed,1504.22,116.55,99,1486.67,1075.62,411.05
O0020048,C002426,2022-03-11,UPI,Email,Completed,3588.83,459.58,0,3129.25,2418.94,710.31
O0020049,C000719,2023-12-03,PayPal,Direct,Completed,3875.79,148.42,0,3727.37,1698.03,2029.34
O0020050,C004790,2024-10-16,Wallet,Referral,Completed,36442.48,7041.26,0,29401.22,15020.88,14380.34
O0020051,C000473,2026-02-19,PayPal,Email,Cancelled,292.07,23.46,99,367.61,191.48,176.13
O0020052,C002224,2023-05-14,Debit Card,Google Ads,Completed,3817.68,487.46,0,3330.22,2304.93,1025.29
O0020053,C003679,2024-12-06,Wallet,Email,Processing,16085.12,3611.65,0,12473.47,7854.22,4619.25
O0020054,C002541,2024-05-03,Debit Card,Direct,Completed,1933.94,184.15,99,1848.79,1173.3,675.49
O0020055,C000883,2023-10-28,Debit Card,Instagram,Completed,3317.04,261.24,0,3055.8,1565.98,1489.82
O0020056,C002588,2024-08-21,UPI,Google Ads,Completed,481.88,36.87,99,544.01,341.96,202.05
O0020057,C004317,2026-08-08,UPI,Email,Completed,4351.12,484.04,0,3867.08,2244.06,1623.02
O0020058,C003729,2026-08-10,Credit Card,Google Ads,Completed,9785.81,840.26,0,8945.55,5618.57,3326.98
O0020059,C004575,2024-08-13,Credit Card,Meta Ads,Completed,187.0,65.45,99,220.55,113.05,107.5
O0020060,C001622,2022-02-06,UPI,Referral,Completed,137379.82,17907.88,0,119471.94,87185.34,32286.6
O0020061,C004292,2026-08-09,Credit Card,Affiliate,Returned,26858.94,1188.15,0,25670.79,18990.65,6680.14
O0020062,C001708,2025-09-29,Credit Card,Instagram,Completed,2445.22,411.51,99,2132.71,1544.08,588.63
O0020063,C000031,2023-04-03,Credit Card,Meta Ads,Completed,1097.97,87.59,99,1109.38,533.55,575.83
O0020064,C001945,2025-05-12,Credit Card,Referral,Returned,2977.07,716.1,0,2260.97,1555.74,705.23
O0020065,C000787,2022-09-07,UPI,Google Ads,Cancelled,8290.99,1293.11,0,6997.88,4723.36,2274.52
O0020066,C002425,2022-03-23,Wallet,Email,Completed,1908.81,192.06,99,1815.75,1276.08,539.67
O0020067,C002103,2024-12-21,Debit Card,Instagram,Completed,7227.28,273.95,0,6953.33,2978.4,3974.93
O0020068,C004455,2022-02-03,PayPal,Google Ads,Cancelled,3030.95,0.0,0,3030.95,1760.21,1270.74
O0020069,C002021,2024-08-17,UPI,Direct,Processing,442.82,13.78,99,528.04,331.44,196.6
O0020070,C000364,2024-03-25,Credit Card,Instagram,Completed,39817.24,6140.28,0,33676.96,25189.47,8487.49
O0020071,C003109,2024-06-15,Credit Card,Meta Ads,Completed,15264.84,25.53,0,15239.31,7693.6,7545.71
O0020072,C004059,2026-02-19,PayPal,Affiliate,Completed,593.52,113.72,99,578.8,324.12,254.68
O0020073,C004285,2022-01-06,UPI,Meta Ads,Processing,2345.38,257.92,99,2186.46,1640.11,546.35
O0020074,C000881,2024-07-26,Credit Card,Organic Search,Completed,3273.39,532.59,0,2740.8,2035.17,705.63
O0020075,C004123,2023-09-23,Cash on Delivery,Meta Ads,Completed,15665.22,2569.46,0,13095.76,10652.32,2443.44
O0020076,C003912,2026-07-23,Wallet,Email,Completed,3771.96,251.66,0,3520.3,2340.51,1179.79
O0020077,C003694,2023-02-11,Cash on Delivery,Meta Ads,Cancelled,12477.7,2990.99,0,9486.71,7309.81,2176.9
O0020078,C002753,2024-10-23,Credit Card,Referral,Completed,144542.04,9084.48,0,135457.56,64166.21,71291.35
O0020079,C003544,2026-01-03,UPI,Direct,Processing,1848.28,8.53,99,1938.75,1026.15,912.6
O0020080,C004523,2025-09-24,UPI,Organic Search,Completed,9141.42,0.0,0,9141.42,5718.46,3422.96
O0020081,C002426,2026-06-09,UPI,Referral,Completed,40000.47,7394.92,0,32605.55,29113.65,3491.9
O0020082,C004939,2024-03-14,PayPal,Email,Completed,24146.28,0.0,0,24146.28,17797.92,6348.36
O0020083,C000464,2025-12-01,Credit Card,Referral,Returned,5971.61,564.11,0,5407.5,2427.96,2979.54
O0020084,C002247,2023-04-17,Credit Card,Meta Ads,Completed,6113.64,604.58,0,5509.06,3354.27,2154.79
O0020085,C004866,2022-11-18,UPI,Google Ads,Completed,6232.09,254.99,0,5977.1,2378.88,3598.22
O0020086,C000130,2023-04-03,Credit Card,Organic Search,Completed,248620.71,38415.98,0,210204.73,158092.69,52112.04
O0020087,C004799,2022-08-07,UPI,Organic Search,Completed,1696.88,288.09,99,1507.79,937.4,570.39
O0020088,C001370,2024-03-11,Credit Card,Meta Ads,Returned,2505.2,170.43,0,2334.77,1387.24,947.53
O0020089,C001960,2025-12-03,PayPal,Instagram,Completed,27486.13,5681.17,0,21804.96,13283.6,8521.36
O0020090,C003821,2022-12-27,Credit Card,Meta Ads,Completed,1749.47,354.05,99,1494.42,792.13,702.29
O0020091,C001290,2022-02-24,UPI,Direct,Completed,5880.98,194.15,0,5686.83,3034.96,2651.87
O0020092,C000701,2025-06-28,Cash on Delivery,Organic Search,Completed,7249.1,667.34,0,6581.76,4889.74,1692.02
O0020093,C002894,2025-05-12,Debit Card,Affiliate,Completed,4282.77,329.72,0,3953.05,2961.37,991.68
O0020094,C002507,2026-01-28,Credit Card,Meta Ads,Completed,3824.24,673.79,0,3150.45,2119.12,1031.33
O0020095,C000615,2025-09-06,Credit Card,Meta Ads,Cancelled,3356.34,300.29,0,3056.05,1776.54,1279.51
O0020096,C001784,2022-10-30,Cash on Delivery,Organic Search,Completed,1230.37,34.61,99,1294.76,509.55,785.21
O0020097,C004845,2023-10-09,UPI,Meta Ads,Refunded,2104.52,391.3,99,1812.22,1071.52,740.7
O0020098,C004027,2024-05-15,UPI,Meta Ads,Completed,8290.29,1929.22,0,6361.07,5913.94,447.13
O0020099,C001976,2022-12-25,Credit Card,Meta Ads,Returned,6012.13,1336.97,0,4675.17,2920.86,1754.31
O0020100,C003453,2024-04-15,Credit Card,Meta Ads,Processing,608.04,121.57,99,585.47,319.15,266.32
O0020101,C002438,2025-05-02,Cash on Delivery,Organic Search,Completed,217.94,13.23,99,303.71,154.17,149.54
O0020102,C001897,2022-12-08,PayPal,Affiliate,Processing,887.07,225.43,99,760.64,450.59,310.05
O0020103,C001616,2025-01-31,Credit Card,Affiliate,Processing,1834.61,126.23,99,1807.38,1076.35,731.03
O0020104,C001381,2025-11-06,Cash on Delivery,Direct,Cancelled,27835.48,3205.69,0,24629.79,13812.56,10817.23
O0020105,C003479,2024-09-25,Credit Card,Organic Search,Completed,50525.35,2396.17,0,48129.18,36360.68,11768.5
O0020106,C000260,2022-11-24,Debit Card,Meta Ads,Completed,61778.92,11541.07,0,50237.85,24610.53,25627.32
O0020107,C001905,2024-11-18,UPI,Google Ads,Processing,22399.08,2267.67,0,20131.41,9529.66,10601.75
O0020108,C000533,2023-07-26,UPI,Google Ads,Completed,257.08,47.7,99,308.38,144.82,163.56
O0020109,C004426,2024-09-22,UPI,Referral,Completed,2443.69,0.0,99,2542.69,1637.25,905.44
O0020110,C004084,2023-01-31,UPI,Referral,Completed,5294.38,542.84,0,4751.54,2916.12,1835.42
O0020111,C002151,2025-11-05,PayPal,Organic Search,Completed,2552.56,318.56,0,2234.0,1227.9,1006.1
O0020112,C001183,2022-06-20,UPI,Google Ads,Completed,7522.39,1174.66,0,6347.73,4246.26,2101.47
O0020113,C000088,2026-02-14,Credit Card,Email,Completed,706.59,8.32,99,797.27,505.65,291.62
O0020114,C003419,2025-03-17,UPI,Organic Search,Completed,6870.33,492.19,0,6378.14,5134.58,1243.56
O0020115,C003903,2026-06-28,Cash on Delivery,Meta Ads,Completed,2422.91,330.65,99,2191.26,1676.92,514.34
O0020116,C004523,2024-09-30,UPI,Email,Completed,437.21,49.82,99,486.39,263.99,222.4
O0020117,C000218,2022-12-26,Credit Card,Google Ads,Completed,30276.81,6741.51,0,23535.3,15323.01,8212.29
O0020118,C000006,2022-09-08,UPI,Organic Search,Processing,16934.86,2527.91,0,14406.95,12375.74,2031.21
O0020119,C002507,2026-08-23,UPI,Email,Completed,919.78,211.12,99,807.66,590.12,217.54
O0020120,C002459,2022-12-24,UPI,Instagram,Completed,39371.79,2569.5,0,36802.29,19468.97,17333.32
O0020121,C000780,2025-07-01,Credit Card,Direct,Completed,20051.04,1593.55,0,18457.49,12973.77,5483.72
O0020122,C000031,2023-02-19,UPI,Email,Refunded,12738.92,1587.4,0,11151.52,9447.82,1703.7
O0020123,C002746,2026-08-27,PayPal,Organic Search,Completed,2579.48,0.0,0,2579.48,1481.53,1097.95
O0020124,C003784,2023-08-21,Credit Card,Instagram,Completed,653.82,39.09,99,713.73,462.51,251.22
O0020125,C000031,2025-10-17,UPI,Organic Search,Completed,8136.45,865.13,0,7271.32,4430.08,2841.24
O0020126,C001972,2022-07-25,Debit Card,Google Ads,Cancelled,14005.8,904.51,0,13101.29,10104.12,2997.17
O0020127,C003967,2023-03-03,UPI,Meta Ads,Completed,164938.19,7199.94,0,157738.25,104754.96,52983.29
O0020128,C005095,2024-10-05,Credit Card,Email,Completed,361.7,35.17,99,425.54,144.98,280.56
O0020129,C003475,2025-05-15,PayPal,Affiliate,Returned,932.64,83.44,99,948.2,603.8,344.4
O0020130,C003534,2026-05-21,Credit Card,Instagram,Completed,2878.65,599.88,0,2278.77,1763.85,514.92
O0020131,C002461,2024-01-26,Credit Card,Meta Ads,Completed,2986.89,577.16,0,2409.73,1730.26,679.47
O0020132,C002590,2022-12-11,Debit Card,Direct,Completed,9406.18,939.19,0,8466.99,5360.9,3106.09
O0020133,C002427,2024-08-06,Debit Card,Meta Ads,Completed,25068.1,1504.59,0,23563.51,14967.74,8595.77
O0020134,C004816,2024-05-13,UPI,Referral,Refunded,3938.6,280.94,0,3657.66,2430.16,1227.5
O0020135,C001915,2022-11-28,Debit Card,Email,Completed,9476.01,1186.61,0,8289.39,5407.52,2881.87
O0020136,C004425,2025-02-04,UPI,Email,Completed,934.44,89.1,99,944.34,571.8,372.54
O0020137,C002839,2023-05-20,UPI,Meta Ads,Completed,251839.44,36061.61,0,215777.83,153558.07,62219.76
O0020138,C000814,2024-06-17,PayPal,Email,Returned,2473.48,25.38,99,2547.1,1469.52,1077.58
O0020139,C001232,2023-07-22,UPI,Direct,Refunded,1492.1,250.76,99,1340.34,793.81,546.53
O0020140,C001470,2022-12-07,UPI,Referral,Completed,1692.34,229.71,99,1561.63,956.54,605.09
O0020141,C000149,2022-10-11,Credit Card,Email,Completed,34178.11,4389.29,0,29788.82,14759.22,15029.6
O0020142,C004562,2026-07-07,Credit Card,Organic Search,Completed,1101.58,196.8,99,1003.78,627.06,376.72
O0020143,C002136,2024-01-31,Credit Card,Meta Ads,Completed,812.45,33.95,99,877.5,390.7,486.8
O0020144,C003410,2024-02-28,Debit Card,Direct,Completed,15165.87,523.98,0,14641.89,7737.63,6904.26
O0020145,C004180,2025-01-02,Debit Card,Google Ads,Processing,471.64,31.89,99,538.75,337.02,201.73
O0020146,C005019,2026-07-11,Wallet,Organic Search,Processing,13105.11,510.91,0,12594.2,9151.26,3442.94
O0020147,C004447,2023-05-19,Credit Card,Instagram,Completed,5841.66,630.18,0,5211.48,3998.52,1212.96
O0020148,C000714,2026-02-12,UPI,Email,Completed,34179.32,5977.99,0,28201.33,23636.26,4565.07
O0020149,C003191,2024-12-12,UPI,Referral,Completed,15324.26,1435.85,0,13888.42,9020.29,4868.13
O0020150,C004536,2026-03-20,Cash on Delivery,Referral,Cancelled,323.36,70.09,99,352.27,196.74,155.53
O0020151,C005195,2022-09-10,Cash on Delivery,Referral,Completed,3742.37,0.0,0,3742.37,2569.14,1173.23
O0020152,C003747,2022-12-16,Wallet,Meta Ads,Completed,16351.72,1531.3,0,14820.42,7827.65,6992.77
O0020153,C000474,2025-09-19,Cash on Delivery,Direct,Completed,284.02,69.71,99,313.31,142.2,171.11
O0020154,C000995,2024-09-23,Cash on Delivery,Affiliate,Completed,2114.32,286.28,99,1927.04,1363.43,563.61
O0020155,C004660,2023-10-10,Credit Card,Direct,Completed,302.34,46.45,99,354.89,144.18,210.71
O0020156,C001017,2024-01-24,Cash on Delivery,Meta Ads,Completed,21747.3,3488.73,0,18258.57,14669.22,3589.35
O0020157,C000389,2022-06-07,Wallet,Organic Search,Completed,7268.73,448.32,0,6820.41,5030.76,1789.65
O0020158,C000403,2024-10-20,Credit Card,Referral,Completed,14747.52,3638.56,0,11108.96,6509.34,4599.62
O0020159,C000225,2023-01-26,UPI,Meta Ads,Completed,13609.17,2495.7,0,11113.47,8768.94,2344.53
O0020160,C001960,2025-04-20,Cash on Delivery,Organic Search,Completed,77.24,6.88,99,169.36,50.2,119.16
O0020161,C001340,2026-05-09,Debit Card,Meta Ads,Completed,15784.96,1082.37,0,14702.59,7885.38,6817.21
O0020162,C000793,2023-08-25,UPI,Organic Search,Completed,20164.62,2557.16,0,17607.46,14511.87,3095.59
O0020163,C003290,2025-10-20,UPI,Google Ads,Completed,9619.97,1552.01,0,8067.96,4161.72,3906.24
O0020164,C001968,2022-04-29,Debit Card,Google Ads,Completed,2006.45,367.53,99,1737.92,1427.09,310.83
O0020165,C004084,2024-12-04,Credit Card,Google Ads,Completed,12950.96,817.58,0,12133.38,6943.12,5190.26
O0020166,C000968,2023-02-10,Cash on Delivery,Email,Completed,11105.24,1472.14,0,9633.1,7141.67,2491.43
O0020167,C004084,2024-03-02,PayPal,Instagram,Completed,4424.16,614.3,0,3809.86,2444.37,1365.49
O0020168,C002855,2023-11-18,Debit Card,Meta Ads,Completed,909.43,0.0,99,1008.43,407.85,600.58
O0020169,C001493,2022-07-18,Debit Card,Direct,Completed,3560.7,165.91,0,3394.79,2505.57,889.22
O0020170,C000499,2022-12-15,Credit Card,Instagram,Refunded,12802.21,345.86,0,12456.36,5951.4,6504.96
O0020171,C001779,2022-01-13,Cash on Delivery,Referral,Processing,4218.08,701.57,0,3516.51,2988.85,527.66
O0020172,C000158,2023-02-07,Credit Card,Direct,Completed,1105.62,79.13,99,1125.49,814.2,311.29
O0020173,C004582,2025-02-09,UPI,Meta Ads,Completed,282.58,32.1,99,349.48,144.98,204.5
O0020174,C003932,2022-12-18,Credit Card,Organic Search,Completed,2985.8,285.23,0,2700.58,1213.98,1486.6
O0020175,C003677,2026-08-14,Credit Card,Referral,Returned,4636.57,236.45,0,4400.12,2464.65,1935.47
O0020176,C001746,2023-04-08,Cash on Delivery,Organic Search,Completed,1593.03,142.89,99,1549.14,1179.45,369.69
O0020177,C004166,2023-04-25,Wallet,Direct,Completed,34667.27,1895.66,0,32771.61,19435.32,13336.29
O0020178,C002509,2026-05-24,UPI,Direct,Completed,1650.02,110.08,99,1638.94,1067.55,571.39
O0020179,C004850,2023-03-16,Debit Card,Email,Returned,230.47,30.38,99,299.09,129.37,169.72
O0020180,C002176,2022-02-17,Cash on Delivery,Affiliate,Completed,3583.89,344.04,0,3239.85,2157.03,1082.82
O0020181,C001952,2023-02-14,Debit Card,Affiliate,Completed,8525.5,1781.63,0,6743.87,4213.56,2530.31
O0020182,C000367,2026-07-24,Cash on Delivery,Referral,Completed,2404.41,159.08,99,2344.33,1274.67,1069.66
O0020183,C002486,2026-02-23,Credit Card,Organic Search,Completed,8416.77,734.33,0,7682.44,4510.85,3171.59
O0020184,C002371,2024-08-11,UPI,Instagram,Completed,8796.41,671.73,0,8124.68,5642.87,2481.81
O0020185,C004719,2023-09-28,Credit Card,Affiliate,Completed,15191.77,3449.71,0,11742.06,10191.87,1550.19
O0020186,C000778,2024-12-21,PayPal,Meta Ads,Refunded,1667.56,130.81,99,1635.75,700.26,935.49
O0020187,C000577,2022-12-30,UPI,Meta Ads,Completed,1462.58,161.22,99,1400.36,616.74,783.62
O0020188,C003008,2023-12-13,Debit Card,Affiliate,Completed,1347.75,12.49,99,1434.26,626.78,807.48
O0020189,C002609,2022-05-03,Debit Card,Meta Ads,Completed,36067.51,832.67,0,35234.84,21226.55,14008.29
O0020190,C000235,2025-03-13,Cash on Delivery,Instagram,Completed,36692.32,5943.73,0,30748.59,19873.06,10875.53
O0020191,C002300,2025-03-18,Wallet,Google Ads,Processing,3568.14,315.43,0,3252.71,2519.93,732.78
O0020192,C002793,2026-05-22,Credit Card,Direct,Completed,1204.44,213.2,99,1090.24,764.08,326.16
O0020193,C001650,2023-06-09,Cash on Delivery,Instagram,Completed,11022.67,0.0,0,11022.67,6410.31,4612.36
O0020194,C002958,2023-03-07,Cash on Delivery,Referral,Completed,34606.98,0.0,0,34606.98,20014.5,14592.48
O0020195,C001307,2025-04-30,Credit Card,Email,Completed,9500.9,1693.52,0,7807.38,4603.28,3204.1
O0020196,C000544,2024-03-07,Debit Card,Meta Ads,Completed,20609.62,1235.69,0,19373.93,15415.99,3957.94
O0020197,C001102,2026-07-26,UPI,Email,Returned,30825.94,2818.92,0,28007.02,19881.04,8125.98
O0020198,C002378,2022-08-02,UPI,Google Ads,Completed,2045.97,383.28,99,1761.69,1209.77,551.92
O0020199,C001899,2025-12-29,Cash on Delivery,Meta Ads,Completed,14504.33,2789.11,0,11715.22,8179.96,3535.26
O0020200,C004218,2026-03-22,UPI,Meta Ads,Processing,531.16,34.49,99,595.67,290.3,305.37
O0020201,C003620,2026-08-25,Cash on Delivery,Organic Search,Refunded,556.85,40.76,99,615.09,401.56,213.53
O0020202,C004680,2022-04-30,Credit Card,Organic Search,Completed,6472.26,321.09,0,6151.17,4042.05,2109.12
O0020203,C004949,2023-05-07,UPI,Meta Ads,Completed,10089.48,351.02,0,9738.46,6945.81,2792.65
O0020204,C004218,2024-12-26,UPI,Organic Search,Completed,2409.23,51.53,99,2456.7,1255.22,1201.48
O0020205,C004040,2025-06-10,Credit Card,Direct,Completed,2035.16,382.2,99,1751.96,1094.97,656.99
O0020206,C000791,2023-01-06,PayPal,Instagram,Completed,13731.48,1903.35,0,11828.13,7369.8,4458.33
O0020207,C002863,2023-06-20,Cash on Delivery,Organic Search,Returned,4942.3,795.38,0,4146.92,3410.1,736.82
O0020208,C002224,2026-01-02,PayPal,Organic Search,Completed,3457.77,544.58,0,2913.19,1702.47,1210.72
O0020209,C004719,2022-12-09,UPI,Meta Ads,Processing,11910.5,669.84,0,11240.66,6102.14,5138.52
O0020210,C005184,2025-02-09,Wallet,Referral,Completed,6351.4,590.83,0,5760.57,4415.72,1344.85
O0020211,C001934,2026-07-19,Cash on Delivery,Meta Ads,Completed,2797.92,378.26,0,2419.66,1809.21,610.45
O0020212,C003946,2026-05-20,PayPal,Meta Ads,Completed,21787.51,2365.26,0,19422.25,15198.97,4223.28
O0020213,C000668,2023-02-19,Credit Card,Google Ads,Completed,42104.22,2000.2,0,40104.02,22662.3,17441.72
O0020214,C001853,2025-06-26,PayPal,Organic Search,Returned,2810.02,661.82,0,2148.2,1358.68,789.52
O0020215,C002643,2025-06-17,Wallet,Email,Completed,7933.48,1190.45,0,6743.03,5793.78,949.25
O0020216,C002300,2026-04-27,UPI,Google Ads,Completed,20747.24,1173.58,0,19573.66,14536.74,5036.92
O0020217,C003239,2022-05-13,Credit Card,Google Ads,Completed,44256.9,2844.34,0,41412.56,30741.99,10670.57
O0020218,C004850,2026-01-21,Credit Card,Organic Search,Completed,8122.04,430.81,0,7691.23,4284.35,3406.88
O0020219,C002300,2026-04-01,Debit Card,Referral,Completed,477.73,96.21,99,480.52,267.82,212.7
O0020220,C000495,2025-10-20,Credit Card,Google Ads,Completed,154906.33,10563.89,0,144342.44,80449.29,63893.15
O0020221,C003679,2023-03-16,Debit Card,Direct,Completed,51783.93,5719.3,0,46064.63,32363.49,13701.14
O0020222,C003911,2022-12-19,PayPal,Meta Ads,Completed,12459.62,1967.46,0,10492.17,5188.04,5304.13
O0020223,C002967,2023-03-03,UPI,Organic Search,Completed,5234.77,972.46,0,4262.31,2636.17,1626.14
O0020224,C000386,2024-12-28,PayPal,Instagram,Processing,11089.23,406.42,0,10682.81,5017.41,5665.4
O0020225,C003318,2023-03-26,Credit Card,Email,Completed,14504.82,1270.66,0,13234.16,10107.34,3126.82
O0020226,C004343,2026-06-16,UPI,Organic Search,Completed,7697.01,753.66,0,6943.35,4832.86,2110.49
O0020227,C003152,2023-12-24,Wallet,Direct,Completed,9168.56,576.02,0,8592.54,5370.6,3221.94
O0020228,C002004,2025-11-06,Debit Card,Affiliate,Processing,15066.73,2101.54,0,12965.19,8589.73,4375.46
O0020229,C000340,2026-08-08,Cash on Delivery,Referral,Completed,12134.21,1877.41,0,10256.8,6885.7,3371.1
O0020230,C004887,2025-01-18,UPI,Instagram,Processing,2902.46,386.44,0,2516.02,2002.64,513.38
O0020231,C004221,2025-07-21,UPI,Affiliate,Completed,7115.75,824.67,0,6291.08,3807.15,2483.93
O0020232,C002567,2024-06-28,Debit Card,Google Ads,Processing,50885.53,4712.9,0,46172.63,33769.31,12403.32
O0020233,C004821,2024-03-09,Wallet,Google Ads,Cancelled,169.38,12.09,99,256.29,109.11,147.18
O0020234,C002224,2025-01-27,Cash on Delivery,Organic Search,Completed,9135.94,1471.1,0,7664.84,5013.49,2651.35
O0020235,C004507,2025-09-06,Credit Card,Organic Search,Completed,9371.91,1034.07,0,8337.84,5247.89,3089.95
O0020236,C004174,2024-06-28,UPI,Google Ads,Refunded,31098.04,0.0,0,31098.04,20052.59,11045.45
O0020237,C001148,2022-11-28,Credit Card,Google Ads,Completed,46591.18,778.55,0,45812.63,25214.34,20598.29
O0020238,C004695,2026-03-30,PayPal,Direct,Completed,796.74,62.8,99,832.94,435.45,397.49
O0020239,C004453,2024-02-26,Debit Card,Google Ads,Completed,2444.95,280.91,99,2263.04,1440.73,822.31
O0020240,C003498,2026-01-12,Credit Card,Instagram,Completed,14752.3,1951.09,0,12801.21,10247.33,2553.88
O0020241,C000031,2022-11-30,Debit Card,Organic Search,Refunded,11763.83,340.19,0,11423.64,5151.51,6272.13
O0020242,C000648,2025-01-21,Debit Card,Meta Ads,Completed,14075.88,1823.43,0,12252.45,7659.66,4592.79
O0020243,C004461,2025-03-16,UPI,Organic Search,Refunded,522.2,100.08,99,521.12,254.4,266.72
O0020244,C003497,2024-04-14,UPI,Google Ads,Completed,36671.74,1693.75,0,34977.99,26436.87,8541.12
O0020245,C002300,2022-03-19,Wallet,Referral,Completed,187.0,41.97,99,244.03,113.05,130.98
O0020246,C004924,2022-05-16,PayPal,Referral,Processing,1670.55,0.0,99,1769.55,1204.68,564.87
O0020247,C004922,2023-07-20,UPI,Referral,Completed,14030.88,2987.62,0,11043.26,7469.14,3574.12
O0020248,C004222,2023-08-30,Cash on Delivery,Direct,Completed,4391.66,529.75,0,3861.91,2299.16,1562.75
O0020249,C005174,2025-06-23,Cash on Delivery,Meta Ads,Refunded,2212.57,181.19,99,2130.38,1541.66,588.72
O0020250,C003368,2026-07-12,Credit Card,Google Ads,Completed,104370.16,7080.63,0,97289.53,61038.59,36250.94
O0020251,C000336,2022-07-28,UPI,Instagram,Completed,468.92,57.6,99,510.32,252.76,257.56
O0020252,C000072,2025-11-30,Credit Card,Meta Ads,Completed,2252.25,177.89,99,2173.36,888.31,1285.05
O0020253,C004719,2026-01-22,UPI,Affiliate,Completed,1698.5,158.18,99,1639.32,1003.28,636.04
O0020254,C003817,2025-03-15,UPI,Direct,Cancelled,4387.27,572.71,0,3814.56,3053.9,760.66
O0020255,C004719,2025-05-08,Wallet,Organic Search,Completed,17367.45,3991.36,0,13376.09,10114.98,3261.11
O0020256,C000575,2024-12-13,Credit Card,Google Ads,Completed,22418.6,2057.81,0,20360.79,10566.79,9794.0
O0020257,C002654,2025-07-10,Wallet,Google Ads,Completed,15662.85,2418.72,0,13244.13,9014.94,4229.19
O0020258,C002657,2026-07-27,Debit Card,Google Ads,Completed,88940.72,11642.13,0,77298.59,59487.34,17811.25
O0020259,C004779,2026-07-07,Cash on Delivery,Meta Ads,Returned,508.32,92.93,99,514.39,295.9,218.49
O0020260,C002096,2023-01-25,PayPal,Organic Search,Completed,3515.98,487.59,0,3028.39,2167.44,860.95
O0020261,C002178,2024-08-04,Cash on Delivery,Meta Ads,Completed,25266.57,3453.64,0,21812.93,13645.0,8167.93
O0020262,C001331,2023-01-22,UPI,Referral,Completed,4262.77,668.15,0,3594.62,3024.45,570.17
O0020263,C004735,2024-10-06,UPI,Google Ads,Returned,209614.72,19063.16,0,190551.56,103961.76,86589.8
O0020264,C002591,2025-04-05,Debit Card,Email,Completed,385.62,41.94,99,442.68,217.23,225.45
O0020265,C001580,2026-05-19,Cash on Delivery,Organic Search,Returned,4341.48,139.44,0,4202.04,2836.66,1365.38
O0020266,C004902,2025-09-05,Debit Card,Organic Search,Completed,19379.97,2902.45,0,16477.52,14176.91,2300.61
O0020267,C000758,2022-07-03,Credit Card,Email,Completed,5158.8,520.24,0,4638.56,3158.16,1480.4
O0020268,C000318,2026-01-08,PayPal,Direct,Completed,3043.07,315.01,0,2728.06,1557.71,1170.35
O0020269,C000773,2022-10-29,Debit Card,Google Ads,Completed,21320.32,753.18,0,20567.14,10512.07,10055.07
O0020270,C001356,2024-07-13,Credit Card,Instagram,Completed,4402.19,221.16,0,4181.03,2348.46,1832.57
O0020271,C000120,2026-01-14,Debit Card,Instagram,Completed,993.56,100.13,99,992.43,616.67,375.76
O0020272,C004222,2022-06-18,Wallet,Google Ads,Processing,1976.85,247.14,99,1828.71,1144.41,684.3
O0020273,C003508,2022-08-28,Cash on Delivery,Affiliate,Refunded,842.25,0.0,99,941.25,445.53,495.72
O0020274,C001452,2024-01-14,Wallet,Google Ads,Completed,13584.01,1857.6,0,11726.41,8360.16,3366.25
O0020275,C002080,2026-05-13,UPI,Organic Search,Completed,2151.74,139.76,99,2110.98,1488.48,622.5
O0020276,C003401,2024-10-06,Credit Card,Google Ads,Completed,34795.97,4674.01,0,30121.96,18505.44,11616.52
O0020277,C002991,2024-09-14,PayPal,Organic Search,Completed,1632.09,99.07,99,1632.02,990.78,641.24
O0020278,C000251,2024-08-02,Wallet,Organic Search,Completed,14326.76,684.84,0,13641.92,10471.72,3170.2
O0020279,C003519,2023-09-20,Credit Card,Direct,Completed,5863.08,1408.71,0,4454.37,3394.28,1060.09
O0020280,C002782,2025-03-14,PayPal,Referral,Processing,379.58,0.0,99,478.58,200.26,278.32
O0020281,C000228,2022-12-29,UPI,Direct,Completed,74771.81,10513.91,0,64257.9,32080.85,32177.05
O0020282,C000527,2022-10-03,PayPal,Affiliate,Completed,52520.69,1369.93,0,51150.76,21776.23,29374.53
O0020283,C001702,2026-05-31,Cash on Delivery,Meta Ads,Completed,552.94,67.08,99,584.86,357.56,227.3
