return_id,order_id,customer_id,return_date,return_reason,refund_amount
R001302,O0024498,C005031,2025-01-22,Quality Issue,6538.82
R001303,O0011927,C004515,2025-08-14,Wrong Product,3536.37
R001304,O0025154,C002512,2024-10-13,Customer Changed Mind,1053.92
R001305,O0003768,C000017,2024-08-16,Quality Issue,2419.14
R001306,O0009034,C002427,2026-09-14,Quality Issue,992.32
R001307,O0021582,C004608,2023-02-09,Damaged Product,28358.65
R001308,O0002947,C000936,2024-01-24,Wrong Product,3416.14
R001309,O0012778,C005152,2026-06-21,Wrong Product,439.11
R001310,O0018971,C002550,2023-02-03,Size Issue,1287.56
R001311,O0016698,C004321,2022-10-27,Wrong Product,10449.83
R001312,O0017601,C001660,2022-10-09,Quality Issue,7233.39
R001313,O0015578,C002642,2022-12-02,Damaged Product,1360.52
R001314,O0005611,C000321,2023-01-11,Late Delivery,6369.2
R001315,O0017115,C003344,2023-12-01,Size Issue,3528.6
R001316,O0019369,C002185,2022-05-25,Late Delivery,26844.95
R001317,O0004374,C004211,2023-07-26,Size Issue,1042.31
R001318,O0020279,C003519,2023-10-14,Late Delivery,3901.67
R001319,O0000011,C002683,2025-05-12,Size Issue,2888.98
R001320,O0010734,C001322,2022-09-14,Customer Changed Mind,3301.55
R001321,O0009951,C003951,2022-08-24,Size Issue,3458.02
R001322,O0019043,C000902,2023-12-06,Quality Issue,57001.89
R001323,O0023436,C001223,2024-12-14,Customer Changed Mind,3625.1
R001324,O0023676,C000595,2023-12-04,Damaged Product,60151.17
R001325,O0000198,C002245,2023-07-14,Quality Issue,809.34
R001326,O0013975,C002231,2022-02-07,Quality Issue,18347.96
R001327,O0011138,C004635,2025-12-06,Damaged Product,15354.62
R001328,O0006255,C002300,2023-06-29,Damaged Product,733.07
R001329,O0006967,C000894,2023-07-06,Wrong Product,6797.07
R001330,O0019437,C004514,2023-01-28,Size Issue,1762.48
R001331,O0003050,C001253,2026-04-15,Size Issue,3716.1
R001332,O0019549,C001968,2023-06-07,Damaged Product,1374.72
R001333,O0012113,C003013,2024-12-07,Customer Changed Mind,1972.04
R001334,O0021240,C003183,2024-03-22,Quality Issue,3525.99
R001335,O0000247,C000077,2024-04-09,Customer Changed Mind,409.87
R001336,O0023911,C003005,2024-05-17,Quality Issue,4766.65
R001337,O0014100,C004504,2022-11-15,Late Delivery,4536.02
R001338,O0003213,C002759,2025-01-20,Size Issue,23573.59
R001339,O0022391,C003850,2023-08-24,Quality Issue,1171.49
R001340,O0013123,C003379,2026-01-05,Customer Changed Mind,3932.98
R001341,O0022721,C000297,2026-07-25,Quality Issue,1090.65
R001342,O0025365,C001253,2024-11-23,Late Delivery,9636.17
R001343,O0002518,C001877,2023-06-04,Customer Changed Mind,1562.74
R001344,O0017077,C000467,2025-10-22,Customer Changed Mind,5960.92
R001345,O0000176,C004578,2023-02-15,Late Delivery,18132.84
R001346,O0011483,C001884,2023-07-18,Customer Changed Mind,4449.6
R001347,O0007681,C000895,2022-06-26,Damaged Product,24721.88
R001348,O0015379,C004101,2022-12-07,Wrong Product,6938.37
R001349,O0003806,C000031,2023-09-29,Quality Issue,3891.27
R001350,O0002758,C001915,2024-07-15,Size Issue,5351.72
R001351,O0021363,C000253,2026-02-09,Wrong Product,4558.06
R001352,O0016254,C002134,2022-05-13,Customer Changed Mind,900.2
R001353,O0000418,C005061,2024-07-22,Damaged Product,17193.59
R001354,O0024920,C000306,2022-10-19,Damaged Product,36680.23
R001355,O0025166,C003480,2023-03-01,Size Issue,5291.17
R001356,O0021141,C001030,2026-08-05,Damaged Product,371.97
R001357,O0007276,C003682,2022-02-24,Quality Issue,2347.7
R001358,O0012238,C000585,2024-01-07,Size Issue,23508.24
R001359,O0012671,C001840,2025-08-15,Quality Issue,889.03
R001360,O0016694,C004845,2026-05-21,Wrong Product,1286.7
R001361,O0007469,C000131,2026-06-17,Damaged Product,2954.66
R001362,O0005443,C004492,2022-04-21,Wrong Product,7507.96
R001363,O0006905,C000143,2026-08-14,Damaged Product,6556.0
R001364,O0013150,C000507,2023-07-14,Wrong Product,5841.01
R001365,O0024828,C004443,2022-01-31,Damaged Product,21149.61
R001366,O0017235,C001284,2023-04-18,Damaged Product,1755.57
R001367,O0017893,C002021,2024-05-01,Damaged Product,23190.83
R001368,O0010948,C000455,2022-06-16,Size Issue,250.31
R001369,O0003334,C003215,2023-04-29,Customer Changed Mind,12251.11
R001370,O0015981,C003727,2022-07-30,Size Issue,2079.15
R001371,O0008580,C004536,2026-08-17,Late Delivery,561.57
R001372,O0006571,C004133,2024-05-17,Wrong Product,196.94
R001373,O0008804,C004865,2025-06-23,Late Delivery,1901.36
R001374,O0007934,C004858,2023-03-11,Customer Changed Mind,6657.14
R001375,O0010259,C002967,2024-01-28,Size Issue,382.87
R001376,O0020390,C002393,2026-02-25,Size Issue,838.0
R001377,O0003935,C001817,2024-06-25,Wrong Product,737.22
R001378,O0013623,C003974,2023-11-25,Customer Changed Mind,421.08
R001379,O0008961,C000262,2023-11-23,Customer Changed Mind,4383.41
R001380,O0013898,C000941,2022-04-27,Wrong Product,3047.43
R001381,O0003068,C002018,2026-01-09,Customer Changed Mind,22463.07
R001382,O0022430,C003729,2023-08-28,Customer Changed Mind,1420.68
R001383,O0000269,C002113,2024-04-03,Wrong Product,6404.52
R001384,O0021874,C004628,2023-02-11,Late Delivery,3273.61
R001385,O0016423,C003438,2024-03-03,Late Delivery,12927.42
R001386,O0023745,C000418,2025-05-24,Quality Issue,469.4
R001387,O0001030,C001775,2022-01-29,Damaged Product,13586.0
R001388,O0022694,C000433,2025-06-24,Late Delivery,6609.4
R001389,O0011216,C001562,2022-10-20,Quality Issue,630.8
R001390,O0010451,C000417,2023-06-16,Damaged Product,8742.21
R001391,O0012388,C002077,2022-09-03,Quality Issue,16965.69
R001392,O0001002,C002890,2024-04-01,Size Issue,991.29
R001393,O0000461,C002568,2022-06-12,Late Delivery,53572.39
R001394,O0014926,C000618,2022-12-29,Customer Changed Mind,26807.04
R001395,O0022997,C000205,2022-01-26,Damaged Product,5724.65
R001396,O0000304,C004510,2024-07-01,Customer Changed Mind,17624.04
R001397,O0006564,C004550,2022-05-06,Wrong Product,28971.67
R001398,O0025378,C004416,2025-03-27,Late Delivery,23945.92
R001399,O0013346,C003271,2024-02-09,Late Delivery,9226.04
R001400,O0020892,C002182,2025-02-22,Customer Changed Mind,383.23
R001401,O0015189,C001581,2024-09-22,Late Delivery,46888.91
R001402,O0018264,C002396,2024-08-08,Late Delivery,2071.15
R001403,O0024843,C002684,2022-08-13,Quality Issue,1831.45
R001404,O0014529,C004792,2023-04-30,Size Issue,16202.12
R001405,O0022366,C004317,2023-01-21,Quality Issue,405.08
R001406,O0010651,C000031,2024-08-09,Size Issue,5545.44
R001407,O0009645,C003979,2026-09-07,Late Delivery,7583.5
R001408,O0024152,C004724,2024-12-09,Customer Changed Mind,7953.31
R001409,O0001367,C001542,2024-07-31,Wrong Product,10410.96
R001410,O0015362,C001204,2022-08-28,Quality Issue,2891.34
R001411,O0018885,C003434,2022-03-19,Wrong Product,7859.51
R001412,O0006230,C003838,2023-01-09,Customer Changed Mind,48250.61
R001413,O0021727,C001452,2022-03-13,Customer Changed Mind,1129.07
R001414,O0000154,C004639,2024-10-31,Customer Changed Mind,15971.65
R001415,O0015409,C001484,2026-04-21,Damaged Product,120127.55
R001416,O0006719,C004454,2024-03-12,Customer Changed Mind,7580.44
R001417,O0004006,C000618,2023-01-17,Wrong Product,5788.5
R001418,O0004994,C000179,2025-11-26,Size Issue,2345.28
R001419,O0003308,C000618,2022-04-10,Damaged Product,1929.75
R001420,O0025116,C001818,2022-09-24,Quality Issue,21507.06
R001421,O0017823,C000777,2024-09-27,Customer Changed Mind,5889.62
R001422,O0005292,C004415,2023-08-23,Damaged Product,1812.08
R001423,O0003983,C002029,2026-08-03,Customer Changed Mind,49545.11
R001424,O0020014,C001640,2023-02-16,Wrong Product,781.88
R001425,O0009615,C000943,2024-12-20,Customer Changed Mind,3056.94
R001426,O0023014,C002744,2022-07-30,Customer Changed Mind,509.68
R001427,O0009153,C001250,2022-08-19,Customer Changed Mind,211.33
R001428,O0008800,C000758,2023-04-09,Size Issue,1901.31
R001429,O0023414,C003942,2026-07-17,Wrong Product,8410.88
R001430,O0012450,C000034,2025-08-07,Damaged Product,1379.32
R001431,O0018488,C004274,2023-09-07,Size Issue,54284.87
R001432,O0018460,C002806,2026-08-26,Wrong Product,3903.86
R001433,O0025644,C000140,2026-05-27,Damaged Product,1034.74
R001434,O0014975,C000476,2026-05-15,Quality Issue,752.8
R001435,O0016427,C002474,2025-09-20,Quality Issue,1528.56
R001436,O0019240,C002473,2023-05-08,Damaged Product,11969.19
R001437,O0016968,C001754,2023-01-29,Customer Changed Mind,10098.09
R001438,O0018886,C004317,2023-01-20,Damaged Product,51116.68
R001439,O0004338,C004894,2025-10-13,Late Delivery,67909.53
R001440,O0023596,C004719,2024-06-26,Damaged Product,7640.78
R001441,O0025328,C004624,2026-05-09,Damaged Product,1560.86
R001442,O0018188,C002300,2026-02-22,Damaged Product,411.22
R001443,O0009360,C003502,2023-05-23,Damaged Product,680.86
R001444,O0020777,C000381,2026-02-13,Customer Changed Mind,8057.69
R001445,O0025983,C003606,2023-02-15,Late Delivery,45623.83
R001446,O0013772,C001340,2026-06-25,Damaged Product,11226.14
R001447,O0003747,C004575,2024-09-16,Customer Changed Mind,1504.7
R001448,O0005733,C002930,2023-03-28,Late Delivery,4761.79
R001449,O0021139,C001775,2022-04-25,Size Issue,2934.85
R001450,O0021863,C003010,2022-12-17,Late Delivery,2811.73
R001451,O0025534,C005062,2022-01-27,Quality Issue,4339.92
R001452,O0013699,C000031,2024-02-02,Late Delivery,2698.02
R001453,O0020099,C001976,2023-01-06,Wrong Product,4300.39
R001454,O0016927,C004675,2024-12-24,Customer Changed Mind,6838.81
R001455,O0013549,C004719,2025-08-28,Damaged Product,1655.91
R001456,O0005895,C000041,2026-04-20,Quality Issue,17527.62
R001457,O0020569,C002300,2025-06-03,Quality Issue,1688.83
R001458,O0019095,C003581,2026-05-03,Customer Changed Mind,8043.46
R001459,O0008885,C004059,2024-10-17,Damaged Product,153012.46
R001460,O0013826,C003664,2023-07-21,Customer Changed Mind,5944.6
R001461,O0016108,C001927,2024-11-13,Quality Issue,9181.59
R001462,O0005776,C002935,2026-05-27,Size Issue,237.89
R001463,O0024146,C002623,2025-06-19,Size Issue,1493.06
R001464,O0016815,C003769,2023-11-11,Late Delivery,12450.07
R001465,O0004564,C004059,2025-05-15,Customer Changed Mind,209.32
R001466,O0020185,C004719,2023-10-14,Damaged Product,9411.33
R001467,O0005768,C004108,2026-07-29,Damaged Product,482.77
R001468,O0007642,C001700,2024-09-03,Wrong Product,465.74
R001469,O0006994,C005097,2026-07-29,Size Issue,13947.15
R001470,O0005525,C000621,2022-06-04,Wrong Product,394.07
R001471,O0015946,C000445,2024-12-05,Late Delivery,2957.67
R001472,O0006829,C001212,2024-07-07,Size Issue,1124.17
R001473,O0006852,C004134,2023-11-06,Wrong Product,456.3
R001474,O0009242,C003774,2024-01-04,Damaged Product,76056.53
R001475,O0021253,C001125,2026-01-19,Wrong Product,1292.92
R001476,O0023188,C004100,2026-07-14,Size Issue,12975.87
R001477,O0018815,C004293,2022-03-27,Damaged Product,321.06
R001478,O0000056,C003106,2023-10-21,Wrong Product,1355.8
R001479,O0023845,C003588,2025-12-12,Late Delivery,4468.73
R001480,O0000417,C001556,2025-05-14,Size Issue,558.92
R001481,O0012292,C004076,2025-03-06,Late Delivery,38597.2
R001482,O0003943,C001018,2026-04-09,Customer Changed Mind,884.65
R001483,O0022509,C004364,2023-11-18,Wrong Product,2289.17
R001484,O0003732,C000866,2026-06-02,Customer Changed Mind,1494.51
R001485,O0022932,C002933,2024-10-31,Damaged Product,6620.26
R001486,O0003805,C000585,2024-09-05,Customer Changed Mind,2894.73
R001487,O0015324,C001848,2024-05-19,Wrong Product,1355.44
R001488,O0009992,C003306,2022-06-13,Wrong Product,6394.94
R001489,O0000959,C002876,2025-02-21,Wrong Product,6398.17
R001490,O0013041,C004729,2023-09-14,Customer Changed Mind,13141.22
R001491,O0022074,C003535,2024-07-01,Size Issue,8762.36
R001492,O0025577,C002976,2025-10-05,Size Issue,2851.17
R001493,O0023492,C003654,2022-08-16,Customer Changed Mind,1449.52
R001494,O0014199,C002006,2025-07-18,Quality Issue,5371.13
R001495,O0013371,C001637,2023-04-05,Wrong Product,5662.92
R001496,O0019569,C002626,2026-03-09,Size Issue,139366.04
R001497,O0012760,C000618,2023-06-11,Late Delivery,9160.03
R001498,O0003553,C002780,2023-01-24,Quality Issue,6528.55
R001499,O0005040,C003191,2023-09-17,Damaged Product,1917.39
R001500,O0023773,C000259,2025-02-08,Damaged Product,364.52
R001501,O0016059,C000466,2025-10-04,Customer Changed Mind,24488.75
R001502,O0017720,C003808,2024-09-15,Wrong Product,9120.48
R001503,O0002153,C004415,2024-08-16,Late Delivery,1361.06
R001504,O0014655,C000031,2023-02-12,Wrong Product,1427.2
R001505,O0024866,C005166,2022-07-19,Size Issue,277.42
R001506,O0002378,C004065,2026-02-01,Customer Changed Mind,972.23
R001507,O0008048,C002949,2023-03-28,Damaged Product,621.0
R001508,O0005640,C002300,2023-06-01,Customer Changed Mind,28091.87
R001509,O0021485,C002077,2022-07-28,Late Delivery,17024.38
R001510,O0023654,C001071,2026-05-10,Quality Issue,269.47
R001511,O0000469,C003911,2022-04-24,Size Issue,1993.05
R001512,O0014046,C003982,2026-04-02,Late Delivery,841.19
R001513,O0000530,C001405,2026-05-13,Customer Changed Mind,4080.46
R001514,O0013570,C003023,2022-04-18,Late Delivery,89186.07
R001515,O0010692,C001504,2025-08-06,Late Delivery,1456.8
R001516,O0014696,C002913,2023-12-24,Size Issue,15194.78
R001517,O0024744,C003775,2025-03-25,Customer Changed Mind,383.48
R001518,O0009685,C004812,2022-06-13,Wrong Product,21558.89
R001519,O0012281,C005083,2023-03-14,Size Issue,13842.29
R001520,O0001793,C005191,2025-11-14,Size Issue,2119.57
R001521,O0018208,C003433,2022-07-17,Damaged Product,25136.43
R001522,O0024398,C003350,2023-07-11,Late Delivery,311.81
R001523,O0020221,C003679,2023-04-14,Customer Changed Mind,39113.08
R001524,O0011550,C000775,2025-01-23,Late Delivery,1740.48
R001525,O0005399,C004329,2024-04-02,Size Issue,13915.96
R001526,O0022377,C003419,2024-07-09,Size Issue,2052.74
R001527,O0016002,C003481,2026-04-27,Size Issue,5507.8
R001528,O0019393,C000480,2025-05-16,Late Delivery,459.41
R001529,O0019132,C003354,2025-08-16,Wrong Product,16625.17
R001530,O0010954,C002601,2022-02-20,Size Issue,595.38
R001531,O0011004,C003676,2024-07-01,Late Delivery,5477.22
R001532,O0017369,C002024,2024-07-31,Damaged Product,5505.73
R001533,O0012406,C000424,2026-07-27,Size Issue,2511.79
R001534,O0021723,C004367,2026-01-26,Late Delivery,794.39
R001535,O0017271,C003341,2025-06-30,Size Issue,1224.68
R001536,O0011845,C003243,2024-08-18,Wrong Product,46636.23
R001537,O0017882,C001905,2026-05-06,Late Delivery,2721.68
R001538,O0020926,C004051,2023-03-09,Customer Changed Mind,3800.82
R001539,O0008793,C001358,2023-01-21,Customer Changed Mind,15016.38
R001540,O0017595,C002388,2024-03-19,Quality Issue,783.42
R001541,O0022029,C005186,2024-04-04,Customer Changed Mind,34905.2
R001542,O0014449,C003262,2024-10-14,Size Issue,13001.92
R001543,O0008438,C001352,2023-05-18,Late Delivery,1648.84
R001544,O0010171,C000378,2025-07-28,Damaged Product,1230.63
R001545,O0001695,C001019,2023-05-18,Wrong Product,14987.47
R001546,O0013704,C003094,2022-02-13,Size Issue,614.16
R001547,O0008805,C004701,2025-06-28,Wrong Product,15106.38
R001548,O0014354,C002837,2022-10-04,Customer Changed Mind,2404.62
R001549,O0016151,C004631,2025-09-12,Customer Changed Mind,23827.3
R001550,O0016664,C002300,2022-09-10,Size Issue,899.01
R001551,O0020406,C003130,2023-10-10,Quality Issue,3392.73
R001552,O0014182,C001689,2023-02-19,Size Issue,10212.06
R001553,O0009555,C004732,2023-04-01,Late Delivery,1891.46
R001554,O0024635,C003968,2022-04-22,Size Issue,9034.1
R001555,O0025731,C002778,2025-02-15,Size Issue,460.72
R001556,O0008436,C002397,2026-05-02,Damaged Product,5295.24
R001557,O0021049,C003010,2025-05-14,Damaged Product,900.42
R001558,O0007240,C003967,2023-08-04,Damaged Product,25650.1
R001559,O0015147,C003601,2026-02-14,Late Delivery,11822.2
R001560,O0009274,C001212,2022-07-28,Damaged Product,726.12
R001561,O0014221,C004861,2026-04-28,Damaged Product,2940.21
R001562,O0014265,C004245,2024-12-28,Customer Changed Mind,1512.84
R001563,O0014846,C004971,2026-08-16,Customer Changed Mind,440.01
R001564,O0016266,C002884,2025-02-23,Wrong Product,487.59
R001565,O0003671,C004995,2023-08-12,Customer Changed Mind,5182.54
R001566,O0013791,C000270,2024-04-20,Size Issue,5154.04
R001567,O0012571,C000199,2023-11-30,Damaged Product,16270.02
R001568,O0015762,C000028,2025-11-26,Quality Issue,666.47
R001569,O0009354,C003024,2023-12-24,Customer Changed Mind,6261.58
R001570,O0001450,C003379,2023-05-02,Late Delivery,3208.25
R001571,O0016681,C003632,2022-03-05,Quality Issue,4164.29
R001572,O0007594,C005030,2022-02-26,Size Issue,12479.41
R001573,O0005398,C002550,2025-02-08,Size Issue,15610.46
R001574,O0018695,C002300,2023-04-19,Customer Changed Mind,12508.72
R001575,O0007044,C001599,2026-02-03,Size Issue,429.66
R001576,O0005349,C003808,2025-01-21,Wrong Product,23094.1
R001577,O0002672,C001090,2022-11-24,Wrong Product,2065.64
R001578,O0013281,C004953,2025-03-01,Customer Changed Mind,1456.05
R001579,O0012888,C002255,2023-02-10,Late Delivery,8141.22
R001580,O0001773,C000928,2022-01-27,Customer Changed Mind,1245.71
R001581,O0018449,C001332,2023-05-25,Wrong Product,174.81
R001582,O0014124,C000899,2022-07-01,Damaged Product,647.05
R001583,O0007090,C000797,2022-06-07,Customer Changed Mind,12887.52
R001584,O0009818,C001286,2025-02-25,Quality Issue,5074.74
R001585,O0003489,C002136,2026-08-04,Wrong Product,8774.16
R001586,O0023101,C000328,2023-03-28,Late Delivery,3858.36
R001587,O0002879,C004373,2024-04-27,Wrong Product,4250.17
R001588,O0008276,C003940,2022-07-19,Damaged Product,7691.29
R001589,O0009895,C000218,2025-03-21,Damaged Product,1197.83
R001590,O0022227,C001115,2022-05-28,Size Issue,3327.95
R001591,O0017222,C003036,2023-06-24,Wrong Product,2825.44
R001592,O0018340,C000896,2025-09-09,Size Issue,17238.48
R001593,O0020094,C002507,2026-02-13,Customer Changed Mind,3050.25
R001594,O0020726,C003392,2023-07-30,Customer Changed Mind,18099.72
R001595,O0016159,C002564,2023-10-14,Wrong Product,1194.13
R001596,O0024144,C004816,2022-08-18,Late Delivery,990.39
R001597,O0012049,C000031,2022-02-13,Size Issue,123156.69
R001598,O0004134,C000130,2023-06-25,Damaged Product,6392.72
R001599,O0016063,C000633,2022-08-07,Late Delivery,1962.7
R001600,O0015808,C000809,2023-01-20,Wrong Product,778.1
R001601,O0024787,C002633,2025-02-17,Damaged Product,2448.55
R001602,O0011824,C003038,2022-03-09,Size Issue,15196.55
R001603,O0013780,C003952,2022-07-19,Customer Changed Mind,111273.38
R001604,O0006269,C004848,2022-04-16,Size Issue,38570.14
R001605,O0000728,C000853,2026-04-28,Quality Issue,1371.61
R001606,O0008984,C000031,2023-06-18,Size Issue,978.31
R001607,O0005663,C000714,2024-01-07,Customer Changed Mind,2085.65
R001608,O0012287,C004317,2026-01-28,Damaged Product,1246.67
R001609,O0017061,C003966,2022-06-30,Damaged Product,1619.47
R001610,O0010229,C005004,2025-04-09,Damaged Product,3688.88
R001611,O0013855,C001082,2023-02-06,Customer Changed Mind,4052.24
R001612,O0023287,C002083,2025-08-17,Size Issue,4107.02
R001613,O0022172,C004316,2025-11-16,Late Delivery,2395.3
R001614,O0020754,C003264,2022-06-30,Late Delivery,6281.6
R001615,O0000960,C000031,2026-06-24,Quality Issue,3975.53
R001616,O0010164,C004816,2025-05-30,Late Delivery,5703.77
R001617,O0010567,C001712,2025-08-28,Late Delivery,10586.12
R001618,O0020364,C003894,2025-01-21,Late Delivery,4493.85
R001619,O0013284,C004222,2022-03-18,Size Issue,4110.57
R001620,O0002885,C002134,2023-10-09,Late Delivery,3874.05
R001621,O0018197,C002855,2025-12-12,Wrong Product,5043.74
R001622,O0010395,C005055,2025-07-02,Quality Issue,15218.55
R001623,O0014773,C000132,2025-12-10,Quality Issue,5885.4
R001624,O0003446,C004461,2025-07-16,Customer Changed Mind,2219.17
R001625,O0014676,C003674,2025-02-11,Size Issue,3184.73
R001626,O0024964,C003344,2026-06-20,Damaged Product,1277.02
R001627,O0006047,C000953,2025-12-29,Late Delivery,1938.88
R001628,O0014955,C002770,2024-07-27,Size Issue,969.61
R001629,O0025446,C001264,2023-06-23,Customer Changed Mind,18661.44
R001630,O0007496,C000513,2024-01-16,Damaged Product,1218.11
R001631,O0018921,C001030,2023-11-03,Quality Issue,3144.73
R001632,O0015975,C005195,2022-02-13,Wrong Product,2824.17
R001633,O0025563,C004014,2024-06-05,Quality Issue,782.16
R001634,O0007607,C000385,2024-04-15,Damaged Product,4078.96
R001635,O0005699,C004939,2024-05-07,Wrong Product,1654.19
R001636,O0013114,C002168,2022-02-23,Wrong Product,22034.06
R001637,O0015684,C000289,2024-06-02,Size Issue,324.22
R001638,O0025109,C003231,2026-01-28,Wrong Product,5484.0
R001639,O0012196,C005083,2022-04-21,Size Issue,17752.15
R001640,O0008998,C002454,2026-02-24,Quality Issue,842.26
R001641,O0004892,C001986,2025-02-08,Customer Changed Mind,4942.76
R001642,O0022727,C000671,2023-09-20,Damaged Product,2250.0
R001643,O0005494,C000101,2024-09-26,Quality Issue,3422.8
R001644,O0004785,C003931,2026-09-18,Wrong Product,2392.12
R001645,O0017741,C004608,2026-08-09,Quality Issue,5107.1
R001646,O0021071,C001982,2025-02-23,Quality Issue,6393.15
R001647,O0002679,C005152,2024-04-10,Late Delivery,15012.81
R001648,O0021340,C003153,2024-05-17,Size Issue,11765.54
R001649,O0018357,C004652,2026-04-01,Damaged Product,60455.74
R001650,O0010689,C000859,2025-05-04,Quality Issue,7400.45
R001651,O0004584,C001291,2026-05-20,Quality Issue,4717.45
R001652,O0021078,C000734,2026-03-13,Late Delivery,638.42
R001653,O0018951,C004739,2023-03-17,Wrong Product,6369.06
R001654,O0018298,C002299,2022-08-21,Size Issue,362.52
R001655,O0016970,C001234,2023-09-11,Size Issue,4375.49
R001656,O0023293,C000031,2026-02-01,Late Delivery,4201.07
R001657,O0014397,C002300,2024-04-21,Quality Issue,25882.37
R001658,O0000280,C003851,2025-07-22,Quality Issue,1940.61
R001659,O0020749,C000031,2024-04-22,Quality Issue,7879.88
R001660,O0012883,C004063,2025-01-19,Wrong Product,6032.37
R001661,O0019700,C001775,2023-06-06,Customer Changed Mind,69251.06
R001662,O0016602,C002454,2026-05-25,Size Issue,4988.4
R001663,O0000749,C001962,2022-06-02,Wrong Product,11297.45
R001664,O0018556,C005169,2025-08-28,Quality Issue,2449.67
R001665,O0024497,C001063,2023-04-25,Quality Issue,1701.48
R001666,O0022907,C001521,2024-04-11,Late Delivery,31760.63
R001667,O0022443,C000264,2024-12-19,Damaged Product,329.2
R001668,O0016339,C004928,2025-08-12,Quality Issue,1197.33
R001669,O0005170,C004609,2025-11-04,Wrong Product,15395.21
R001670,O0002227,C001790,2025-05-09,Wrong Product,6225.64
R001671,O0024411,C003620,2025-05-25,Late Delivery,25625.29
R001672,O0010038,C003129,2024-09-10,Wrong Product,10093.9
R001673,O0015636,C004405,2023-01-16,Customer Changed Mind,1385.21
R001674,O0000938,C001279,2022-09-07,Customer Changed Mind,1287.69
R001675,O0013718,C004000,2025-08-26,Wrong Product,1862.09
R001676,O0005957,C000529,2024-12-27,Late Delivery,2186.06
R001677,O0010606,C004046,2022-05-11,Quality Issue,3193.92
R001678,O0024789,C004415,2022-12-01,Wrong Product,1945.56
R001679,O0007996,C001086,2025-12-05,Quality Issue,1367.94
R001680,O0018324,C004670,2023-10-22,Customer Changed Mind,4637.57
R001681,O0011854,C003201,2024-04-01,Late Delivery,7370.76
R001682,O0015697,C002300,2023-03-26,Quality Issue,2629.92
R001683,O0014802,C000409,2026-03-04,Wrong Product,5677.32
R001684,O0020035,C000442,2026-04-18,Damaged Product,547.08
R001685,O0010635,C004309,2026-08-09,Damaged Product,11046.88
R001686,O0001831,C003225,2023-03-08,Customer Changed Mind,8397.49
R001687,O0015507,C003002,2023-08-23,Quality Issue,15463.96
R001688,O0015990,C000318,2023-02-15,Damaged Product,6852.85
R001689,O0012853,C002181,2024-07-31,Late Delivery,1041.52
R001690,O0010539,C002454,2022-04-18,Quality Issue,2731.79
R001691,O0004563,C003131,2023-05-09,Quality Issue,8648.87
R001692,O0008824,C001972,2026-03-12,Damaged Product,2598.55
R001693,O0017774,C002904,2022-02-23,Wrong Product,3764.95
R001694,O0012401,C002427,2026-04-28,Quality Issue,7267.63
R001695,O0004630,C003467,2026-04-10,Damaged Product,3709.56
R001696,O0009039,C004415,2025-11-14,Size Issue,3919.22
R001697,O0018172,C004218,2022-06-14,Wrong Product,4708.32
R001698,O0023397,C001775,2023-10-03,Quality Issue,3118.44
R001699,O0003635,C001705,2024-07-06,Customer Changed Mind,1100.24
R001700,O0010607,C004746,2023-05-07,Late Delivery,916.94
R001701,O0000613,C004902,2023-04-19,Damaged Product,2361.41
R001702,O0007439,C001350,2026-04-13,Damaged Product,1027.57
R001703,O0012681,C004138,2022-09-30,Size Issue,129130.86
R001704,O0019081,C001095,2026-08-07,Wrong Product,1638.38
R001705,O0009581,C001323,2023-01-01,Wrong Product,4185.99
R001706,O0016928,C003415,2025-10-06,Size Issue,38609.94
R001707,O0001902,C003480,2022-02-25,Size Issue,12228.63
R001708,O0024370,C002061,2024-09-09,Quality Issue,7970.61
R001709,O0004282,C000040,2025-09-22,Customer Changed Mind,847.11
R001710,O0021955,C000521,2024-12-27,Customer Changed Mind,301.21
R001711,O0014296,C004106,2026-03-26,Customer Changed Mind,310.66
R001712,O0024446,C001352,2024-05-14,Size Issue,1042.88
R001713,O0013451,C000161,2025-05-28,Late Delivery,892.91
R001714,O0024865,C000902,2025-07-31,Late Delivery,2756.24
R001715,O0002752,C001722,2023-11-01,Customer Changed Mind,4812.88
R001716,O0000836,C000731,2025-01-22,Wrong Product,25241.41
R001717,O0008627,C000106,2026-03-12,Quality Issue,1153.55
R001718,O0022416,C003365,2024-10-01,Late Delivery,176448.31
R001719,O0001943,C001763,2024-09-09,Size Issue,11865.82
R001720,O0007562,C003036,2025-07-11,Size Issue,2173.66
R001721,O0003472,C001462,2022-04-25,Damaged Product,1683.09
R001722,O0000226,C002454,2026-04-30,Wrong Product,1113.85
R001723,O0017473,C003174,2025-10-02,Damaged Product,2927.36
R001724,O0015961,C000797,2025-12-28,Customer Changed Mind,9754.72
R001725,O0003609,C003023,2023-03-11,Damaged Product,26874.17
R001726,O0007838,C000363,2022-07-20,Late Delivery,1577.34
R001727,O0007918,C001148,2024-04-10,Damaged Product,175992.44
R001728,O0013448,C004170,2022-11-16,Late Delivery,666.14
R001729,O0017465,C003696,2022-01-11,Quality Issue,14429.57
R001730,O0006363,C004765,2023-07-11,Quality Issue,3601.26
R001731,O0016089,C003614,2023-04-30,Late Delivery,773.64
R001732,O0019055,C003173,2024-09-28,Damaged Product,1932.98
R001733,O0011453,C003231,2022-04-19,Size Issue,3191.19
R001734,O0023884,C002281,2025-09-05,Customer Changed Mind,6625.61
